video_id,gesture_name,new_label,source_split,assigned_split
80407,Swipe Right,1,train,train_70
106425,Swipe Left,0,train,train_70
51009,Stop Sign,3,train,train_70
11582,Stop Sign,3,train,train_70
71959,Swipe Left,0,train,train_70
64768,Stop Sign,3,train,train_70
116265,Rolling Hand Forward,2,train,train_70
9937,Swipe Right,1,train,train_70
128872,Rolling Hand Forward,2,train,train_70
28157,Stop Sign,3,train,train_70
100766,Stop Sign,3,train,train_70
41246,Stop Sign,3,train,train_70
97997,Swipe Right,1,train,train_70
122797,Stop Sign,3,train,train_70
34790,Stop Sign,3,train,train_70
48047,Stop Sign,3,train,train_70
10457,Stop Sign,3,train,train_70
36892,Stop Sign,3,train,train_70
144423,Swipe Right,1,train,train_70
75331,Swipe Left,0,train,train_70
75801,Rolling Hand Forward,2,train,train_70
93763,Rolling Hand Forward,2,train,train_70
122188,Swipe Left,0,train,train_70
144122,Swipe Right,1,train,train_70
25482,Rolling Hand Forward,2,train,train_70
28324,Stop Sign,3,train,train_70
102745,Stop Sign,3,train,train_70
147573,Swipe Right,1,train,train_70
91151,Swipe Left,0,train,train_70
61709,Rolling Hand Forward,2,train,train_70
112371,Rolling Hand Forward,2,train,train_70
144629,Stop Sign,3,train,train_70
87552,Swipe Right,1,train,train_70
93686,Rolling Hand Forward,2,train,train_70
121478,Rolling Hand Forward,2,train,train_70
24742,Rolling Hand Forward,2,train,train_70
50521,Swipe Left,0,train,train_70
102244,Rolling Hand Forward,2,train,train_70
128816,Rolling Hand Forward,2,train,train_70
51635,Swipe Right,1,train,train_70
66314,Swipe Right,1,train,train_70
44744,Swipe Right,1,train,train_70
103099,Swipe Right,1,train,train_70
121858,Swipe Right,1,train,train_70
84261,Swipe Right,1,train,train_70
12540,Rolling Hand Forward,2,train,train_70
68128,Swipe Right,1,train,train_70
2951,Stop Sign,3,train,train_70
73597,Rolling Hand Forward,2,train,train_70
80186,Swipe Left,0,train,train_70
88874,Swipe Right,1,train,train_70
143981,Swipe Right,1,train,train_70
101649,Stop Sign,3,train,train_70
96157,Swipe Right,1,train,train_70
111137,Stop Sign,3,train,train_70
138742,Stop Sign,3,train,train_70
68717,Rolling Hand Forward,2,train,train_70
31576,Stop Sign,3,train,train_70
118086,Swipe Left,0,train,train_70
115223,Swipe Right,1,train,train_70
20534,Stop Sign,3,train,train_70
109114,Swipe Left,0,train,train_70
122976,Rolling Hand Forward,2,train,train_70
139742,Swipe Left,0,train,train_70
84120,Swipe Right,1,train,train_70
57388,Rolling Hand Forward,2,train,train_70
128469,Swipe Left,0,train,train_70
6616,Rolling Hand Forward,2,train,train_70
111210,Swipe Left,0,train,train_70
131978,Stop Sign,3,train,train_70
72732,Rolling Hand Forward,2,train,train_70
95238,Stop Sign,3,train,train_70
86141,Stop Sign,3,train,train_70
57265,Swipe Left,0,train,train_70
118322,Stop Sign,3,train,train_70
83461,Swipe Right,1,train,train_70
71157,Stop Sign,3,train,train_70
87055,Stop Sign,3,train,train_70
8126,Swipe Right,1,train,train_70
77277,Swipe Left,0,train,train_70
17417,Swipe Right,1,train,train_70
1046,Stop Sign,3,train,train_70
29800,Rolling Hand Forward,2,train,train_70
18134,Swipe Left,0,train,train_70
114357,Swipe Right,1,train,train_70
122067,Swipe Right,1,train,train_70
36211,Rolling Hand Forward,2,train,train_70
23953,Swipe Left,0,train,train_70
2557,Swipe Right,1,train,train_70
18853,Swipe Left,0,train,train_70
111783,Swipe Left,0,train,train_70
136556,Stop Sign,3,train,train_70
144371,Swipe Left,0,train,train_70
140211,Stop Sign,3,train,train_70
106512,Swipe Left,0,train,train_70
114945,Stop Sign,3,train,train_70
146793,Swipe Left,0,train,train_70
111911,Swipe Right,1,train,train_70
139462,Swipe Left,0,train,train_70
135045,Swipe Right,1,train,train_70
141179,Stop Sign,3,train,train_70
112960,Swipe Left,0,train,train_70
50892,Stop Sign,3,train,train_70
62126,Rolling Hand Forward,2,train,train_70
110153,Swipe Left,0,train,train_70
34500,Rolling Hand Forward,2,train,train_70
78932,Rolling Hand Forward,2,train,train_70
2559,Swipe Right,1,train,train_70
121811,Swipe Right,1,train,train_70
14329,Swipe Right,1,train,train_70
1768,Rolling Hand Forward,2,train,train_70
98927,Stop Sign,3,train,train_70
122040,Swipe Right,1,train,train_70
29859,Swipe Right,1,train,train_70
4813,Swipe Left,0,train,train_70
71029,Swipe Left,0,train,train_70
52383,Rolling Hand Forward,2,train,train_70
12192,Swipe Right,1,train,train_70
126353,Swipe Left,0,train,train_70
15639,Rolling Hand Forward,2,train,train_70
36978,Stop Sign,3,train,train_70
42903,Stop Sign,3,train,train_70
35288,Swipe Right,1,train,train_70
131311,Rolling Hand Forward,2,train,train_70
127143,Swipe Right,1,train,train_70
37508,Rolling Hand Forward,2,train,train_70
133195,Swipe Right,1,train,train_70
45993,Rolling Hand Forward,2,train,train_70
75637,Swipe Right,1,train,train_70
18539,Rolling Hand Forward,2,train,train_70
64095,Swipe Left,0,train,train_70
72626,Swipe Left,0,train,train_70
58567,Swipe Right,1,train,train_70
144282,Stop Sign,3,train,train_70
126553,Rolling Hand Forward,2,train,train_70
2851,Swipe Right,1,train,train_70
102338,Stop Sign,3,train,train_70
145259,Stop Sign,3,train,train_70
36859,Rolling Hand Forward,2,train,train_70
114219,Swipe Left,0,train,train_70
94735,Swipe Left,0,train,train_70
74893,Swipe Right,1,train,train_70
16126,Stop Sign,3,train,train_70
117026,Swipe Left,0,train,train_70
136287,Stop Sign,3,train,train_70
31845,Swipe Right,1,train,train_70
124142,Swipe Left,0,train,train_70
3604,Swipe Left,0,train,train_70
58777,Stop Sign,3,train,train_70
140760,Swipe Right,1,train,train_70
59221,Swipe Left,0,train,train_70
577,Stop Sign,3,train,train_70
38823,Stop Sign,3,train,train_70
28209,Swipe Left,0,train,train_70
123445,Swipe Left,0,train,train_70
57091,Swipe Right,1,train,train_70
102490,Swipe Left,0,train,train_70
68069,Swipe Right,1,train,train_70
14693,Swipe Left,0,train,train_70
98924,Stop Sign,3,train,train_70
21698,Swipe Left,0,train,train_70
124751,Rolling Hand Forward,2,train,train_70
142248,Stop Sign,3,train,train_70
19163,Rolling Hand Forward,2,train,train_70
24505,Stop Sign,3,train,train_70
57768,Stop Sign,3,train,train_70
6319,Swipe Left,0,train,train_70
75423,Swipe Left,0,train,train_70
51623,Stop Sign,3,train,train_70
108737,Stop Sign,3,train,train_70
55903,Swipe Right,1,train,train_70
14117,Rolling Hand Forward,2,train,train_70
140496,Stop Sign,3,train,train_70
89730,Swipe Left,0,train,train_70
20794,Swipe Left,0,train,train_70
125830,Stop Sign,3,train,train_70
25513,Swipe Left,0,train,train_70
32800,Swipe Left,0,train,train_70
110618,Rolling Hand Forward,2,train,train_70
118324,Swipe Right,1,train,train_70
79442,Rolling Hand Forward,2,train,train_70
55232,Stop Sign,3,train,train_70
72510,Stop Sign,3,train,train_70
145442,Rolling Hand Forward,2,train,train_70
13847,Rolling Hand Forward,2,train,train_70
947,Swipe Left,0,train,train_70
7303,Swipe Left,0,train,train_70
40793,Swipe Right,1,train,train_70
41000,Stop Sign,3,train,train_70
70225,Stop Sign,3,train,train_70
93916,Stop Sign,3,train,train_70
65981,Swipe Left,0,train,train_70
68878,Swipe Right,1,train,train_70
66044,Rolling Hand Forward,2,train,train_70
105002,Swipe Right,1,train,train_70
116762,Stop Sign,3,train,train_70
53544,Swipe Left,0,train,train_70
69412,Stop Sign,3,train,train_70
59960,Swipe Left,0,train,train_70
102392,Rolling Hand Forward,2,train,train_70
27961,Stop Sign,3,train,train_70
645,Swipe Left,0,train,train_70
23266,Swipe Left,0,train,train_70
29664,Rolling Hand Forward,2,train,train_70
32435,Stop Sign,3,train,train_70
12671,Stop Sign,3,train,train_70
11712,Swipe Right,1,train,train_70
128033,Rolling Hand Forward,2,train,train_70
8008,Stop Sign,3,train,train_70
64850,Swipe Right,1,train,train_70
121846,Rolling Hand Forward,2,train,train_70
94714,Swipe Right,1,train,train_70
71045,Stop Sign,3,train,train_70
103630,Swipe Right,1,train,train_70
97586,Stop Sign,3,train,train_70
94308,Swipe Left,0,train,train_70
22413,Rolling Hand Forward,2,train,train_70
372,Stop Sign,3,train,train_70
120575,Swipe Left,0,train,train_70
67481,Swipe Right,1,train,train_70
145868,Swipe Left,0,train,train_70
139032,Swipe Left,0,train,train_70
1347,Swipe Right,1,train,train_70
83003,Rolling Hand Forward,2,train,train_70
124062,Rolling Hand Forward,2,train,train_70
59576,Swipe Left,0,train,train_70
71527,Swipe Right,1,train,train_70
73351,Swipe Left,0,train,train_70
78265,Swipe Right,1,train,train_70
60422,Stop Sign,3,train,train_70
127662,Stop Sign,3,train,train_70
139405,Stop Sign,3,train,train_70
113851,Swipe Left,0,train,train_70
24198,Rolling Hand Forward,2,train,train_70
108033,Stop Sign,3,train,train_70
125988,Rolling Hand Forward,2,train,train_70
147105,Stop Sign,3,train,train_70
128392,Swipe Left,0,train,train_70
127384,Rolling Hand Forward,2,train,train_70
97181,Swipe Right,1,train,train_70
73606,Rolling Hand Forward,2,train,train_70
105054,Swipe Left,0,train,train_70
147417,Rolling Hand Forward,2,train,train_70
55322,Swipe Left,0,train,train_70
98299,Swipe Right,1,train,train_70
130170,Rolling Hand Forward,2,train,train_70
87816,Rolling Hand Forward,2,train,train_70
116515,Swipe Left,0,train,train_70
301,Rolling Hand Forward,2,train,train_70
97194,Stop Sign,3,train,train_70
41231,Swipe Right,1,train,train_70
77282,Swipe Right,1,train,train_70
59,Stop Sign,3,train,train_70
113219,Swipe Left,0,train,train_70
85749,Stop Sign,3,train,train_70
99267,Rolling Hand Forward,2,train,train_70
95996,Rolling Hand Forward,2,train,train_70
6698,Stop Sign,3,train,train_70
50873,Stop Sign,3,train,train_70
54662,Stop Sign,3,train,train_70
58382,Swipe Right,1,train,train_70
15406,Rolling Hand Forward,2,train,train_70
63825,Swipe Right,1,train,train_70
8052,Swipe Right,1,train,train_70
67210,Rolling Hand Forward,2,train,train_70
107257,Rolling Hand Forward,2,train,train_70
84765,Stop Sign,3,train,train_70
49548,Swipe Right,1,train,train_70
47368,Rolling Hand Forward,2,train,train_70
148053,Swipe Right,1,train,train_70
17529,Swipe Right,1,train,train_70
573,Rolling Hand Forward,2,train,train_70
8235,Stop Sign,3,train,train_70
75638,Rolling Hand Forward,2,train,train_70
108729,Stop Sign,3,train,train_70
142278,Rolling Hand Forward,2,train,train_70
30904,Stop Sign,3,train,train_70
3639,Rolling Hand Forward,2,train,train_70
73417,Swipe Left,0,train,train_70
139167,Rolling Hand Forward,2,train,train_70
1054,Swipe Left,0,train,train_70
5533,Stop Sign,3,train,train_70
57734,Stop Sign,3,train,train_70
1430,Rolling Hand Forward,2,train,train_70
117890,Swipe Right,1,train,train_70
104975,Rolling Hand Forward,2,train,train_70
21185,Rolling Hand Forward,2,train,train_70
36811,Rolling Hand Forward,2,train,train_70
86792,Swipe Right,1,train,train_70
142836,Swipe Right,1,train,train_70
49961,Swipe Left,0,train,train_70
51717,Swipe Left,0,train,train_70
101165,Swipe Left,0,train,train_70
44619,Stop Sign,3,train,train_70
5320,Swipe Left,0,train,train_70
43730,Stop Sign,3,train,train_70
14938,Swipe Left,0,train,train_70
8725,Rolling Hand Forward,2,train,train_70
78558,Swipe Left,0,train,train_70
126896,Swipe Right,1,train,train_70
22766,Rolling Hand Forward,2,train,train_70
31600,Swipe Left,0,train,train_70
45812,Rolling Hand Forward,2,train,train_70
45156,Swipe Right,1,train,train_70
104459,Rolling Hand Forward,2,train,train_70
121289,Swipe Left,0,train,train_70
111747,Rolling Hand Forward,2,train,train_70
112908,Stop Sign,3,train,train_70
128148,Stop Sign,3,train,train_70
85468,Rolling Hand Forward,2,train,train_70
129172,Stop Sign,3,train,train_70
42049,Rolling Hand Forward,2,train,train_70
99181,Rolling Hand Forward,2,train,train_70
4519,Swipe Left,0,train,train_70
48229,Swipe Right,1,train,train_70
146349,Swipe Left,0,train,train_70
19591,Swipe Right,1,train,train_70
141203,Stop Sign,3,train,train_70
109604,Stop Sign,3,train,train_70
80962,Stop Sign,3,train,train_70
147300,Stop Sign,3,train,train_70
126047,Swipe Right,1,train,train_70
2636,Rolling Hand Forward,2,train,train_70
62455,Rolling Hand Forward,2,train,train_70
41610,Swipe Right,1,train,train_70
32488,Swipe Right,1,train,train_70
144987,Swipe Left,0,train,train_70
111120,Stop Sign,3,train,train_70
75774,Swipe Right,1,train,train_70
32858,Stop Sign,3,train,train_70
131729,Swipe Right,1,train,train_70
134029,Swipe Right,1,train,train_70
130764,Stop Sign,3,train,train_70
34000,Swipe Left,0,train,train_70
110165,Stop Sign,3,train,train_70
820,Rolling Hand Forward,2,train,train_70
7630,Stop Sign,3,train,train_70
100614,Swipe Left,0,train,train_70
147346,Swipe Left,0,train,train_70
73514,Stop Sign,3,train,train_70
23041,Swipe Left,0,train,train_70
143211,Swipe Left,0,train,train_70
51214,Stop Sign,3,train,train_70
62487,Rolling Hand Forward,2,train,train_70
122058,Rolling Hand Forward,2,train,train_70
3121,Swipe Left,0,train,train_70
21949,Stop Sign,3,train,train_70
26911,Swipe Left,0,train,train_70
128942,Swipe Right,1,train,train_70
98614,Stop Sign,3,train,train_70
13917,Stop Sign,3,train,train_70
41906,Swipe Left,0,train,train_70
48070,Rolling Hand Forward,2,train,train_70
142852,Swipe Left,0,train,train_70
60194,Rolling Hand Forward,2,train,train_70
82687,Stop Sign,3,train,train_70
67242,Stop Sign,3,train,train_70
56129,Swipe Right,1,train,train_70
91132,Stop Sign,3,train,train_70
121492,Rolling Hand Forward,2,train,train_70
125905,Swipe Right,1,train,train_70
125088,Rolling Hand Forward,2,train,train_70
62123,Swipe Right,1,train,train_70
116473,Swipe Left,0,train,train_70
29965,Stop Sign,3,train,train_70
121421,Swipe Right,1,train,train_70
109584,Rolling Hand Forward,2,train,train_70
86568,Swipe Left,0,train,train_70
144917,Stop Sign,3,train,train_70
16842,Stop Sign,3,train,train_70
41450,Stop Sign,3,train,train_70
115570,Stop Sign,3,train,train_70
35833,Rolling Hand Forward,2,train,train_70
36561,Stop Sign,3,train,train_70
91372,Rolling Hand Forward,2,train,train_70
51425,Swipe Right,1,train,train_70
124300,Stop Sign,3,train,train_70
116694,Stop Sign,3,train,train_70
124171,Stop Sign,3,train,train_70
111792,Rolling Hand Forward,2,train,train_70
12255,Rolling Hand Forward,2,train,train_70
77617,Rolling Hand Forward,2,train,train_70
136373,Swipe Right,1,train,train_70
552,Swipe Left,0,train,train_70
75928,Swipe Right,1,train,train_70
115167,Rolling Hand Forward,2,train,train_70
56868,Rolling Hand Forward,2,train,train_70
145630,Swipe Right,1,train,train_70
31701,Stop Sign,3,train,train_70
37428,Swipe Right,1,train,train_70
124730,Swipe Right,1,train,train_70
30438,Swipe Right,1,train,train_70
79240,Swipe Left,0,train,train_70
27156,Rolling Hand Forward,2,train,train_70
54367,Stop Sign,3,train,train_70
69102,Stop Sign,3,train,train_70
53841,Stop Sign,3,train,train_70
114781,Swipe Right,1,train,train_70
43433,Rolling Hand Forward,2,train,train_70
48326,Rolling Hand Forward,2,train,train_70
133205,Stop Sign,3,train,train_70
138866,Swipe Right,1,train,train_70
37935,Swipe Right,1,train,train_70
93005,Swipe Right,1,train,train_70
33408,Rolling Hand Forward,2,train,train_70
4079,Stop Sign,3,train,train_70
120258,Stop Sign,3,train,train_70
22319,Swipe Left,0,train,train_70
119763,Swipe Right,1,train,train_70
143753,Rolling Hand Forward,2,train,train_70
127484,Swipe Right,1,train,train_70
29590,Swipe Right,1,train,train_70
119442,Stop Sign,3,train,train_70
62831,Swipe Left,0,train,train_70
81242,Stop Sign,3,train,train_70
123974,Rolling Hand Forward,2,train,train_70
130383,Swipe Left,0,train,train_70
99583,Stop Sign,3,train,train_70
19430,Swipe Right,1,train,train_70
117832,Stop Sign,3,train,train_70
120621,Rolling Hand Forward,2,train,train_70
30734,Swipe Right,1,train,train_70
103306,Swipe Right,1,train,train_70
57197,Stop Sign,3,train,train_70
104922,Swipe Right,1,train,train_70
140383,Swipe Left,0,train,train_70
128741,Swipe Left,0,train,train_70
112752,Swipe Right,1,train,train_70
90028,Swipe Right,1,train,train_70
2235,Stop Sign,3,train,train_70
31272,Swipe Right,1,train,train_70
58871,Swipe Right,1,train,train_70
22537,Swipe Right,1,train,train_70
106158,Swipe Right,1,train,train_70
63500,Swipe Left,0,train,train_70
25926,Swipe Left,0,train,train_70
108392,Swipe Left,0,train,train_70
87337,Swipe Right,1,train,train_70
17842,Stop Sign,3,train,train_70
59915,Stop Sign,3,train,train_70
119226,Swipe Left,0,train,train_70
92972,Swipe Left,0,train,train_70
97648,Swipe Left,0,train,train_70
69922,Stop Sign,3,train,train_70
31865,Swipe Left,0,train,train_70
130201,Swipe Left,0,train,train_70
38524,Swipe Left,0,train,train_70
39380,Swipe Right,1,train,train_70
106250,Rolling Hand Forward,2,train,train_70
50535,Stop Sign,3,train,train_70
98340,Swipe Left,0,train,train_70
51194,Rolling Hand Forward,2,train,train_70
83568,Stop Sign,3,train,train_70
88712,Rolling Hand Forward,2,train,train_70
108484,Rolling Hand Forward,2,train,train_70
79410,Rolling Hand Forward,2,train,train_70
50315,Stop Sign,3,train,train_70
16570,Stop Sign,3,train,train_70
85795,Stop Sign,3,train,train_70
41840,Swipe Right,1,train,train_70
12676,Stop Sign,3,train,train_70
71742,Stop Sign,3,train,train_70
62817,Rolling Hand Forward,2,train,train_70
67654,Swipe Left,0,train,train_70
145580,Rolling Hand Forward,2,train,train_70
142948,Swipe Left,0,train,train_70
131747,Stop Sign,3,train,train_70
87045,Swipe Right,1,train,train_70
130300,Rolling Hand Forward,2,train,train_70
29130,Stop Sign,3,train,train_70
141890,Stop Sign,3,train,train_70
56409,Stop Sign,3,train,train_70
97820,Rolling Hand Forward,2,train,train_70
54512,Swipe Right,1,train,train_70
139932,Rolling Hand Forward,2,train,train_70
72306,Rolling Hand Forward,2,train,train_70
101922,Stop Sign,3,train,train_70
112328,Rolling Hand Forward,2,train,train_70
44800,Rolling Hand Forward,2,train,train_70
24739,Stop Sign,3,train,train_70
69687,Swipe Left,0,train,train_70
122603,Rolling Hand Forward,2,train,train_70
53621,Stop Sign,3,train,train_70
40014,Stop Sign,3,train,train_70
100560,Swipe Left,0,train,train_70
133725,Swipe Right,1,train,train_70
54712,Swipe Right,1,train,train_70
146297,Swipe Right,1,train,train_70
32885,Stop Sign,3,train,train_70
110264,Swipe Right,1,train,train_70
122279,Stop Sign,3,train,train_70
36322,Swipe Right,1,train,train_70
20201,Stop Sign,3,train,train_70
37904,Rolling Hand Forward,2,train,train_70
63552,Swipe Left,0,train,train_70
92670,Rolling Hand Forward,2,train,train_70
78864,Rolling Hand Forward,2,train,train_70
87835,Rolling Hand Forward,2,train,train_70
84979,Stop Sign,3,train,train_70
131991,Swipe Right,1,train,train_70
21388,Stop Sign,3,train,train_70
19194,Rolling Hand Forward,2,train,train_70
38579,Swipe Left,0,train,train_70
123702,Stop Sign,3,train,train_70
5194,Rolling Hand Forward,2,train,train_70
60150,Swipe Left,0,train,train_70
108570,Rolling Hand Forward,2,train,train_70
47067,Rolling Hand Forward,2,train,train_70
17766,Rolling Hand Forward,2,train,train_70
136509,Swipe Right,1,train,train_70
138325,Swipe Right,1,train,train_70
72308,Stop Sign,3,train,train_70
60426,Swipe Right,1,train,train_70
21839,Swipe Right,1,train,train_70
118431,Rolling Hand Forward,2,train,train_70
70614,Swipe Right,1,train,train_70
105199,Rolling Hand Forward,2,train,train_70
74539,Swipe Right,1,train,train_70
46678,Swipe Left,0,train,train_70
120338,Swipe Right,1,train,train_70
6113,Swipe Right,1,train,train_70
26541,Stop Sign,3,train,train_70
45615,Swipe Left,0,train,train_70
81927,Swipe Left,0,train,train_70
117538,Rolling Hand Forward,2,train,train_70
97816,Swipe Right,1,train,train_70
69570,Swipe Left,0,train,train_70
81805,Stop Sign,3,train,train_70
21310,Swipe Left,0,train,train_70
15455,Rolling Hand Forward,2,train,train_70
51806,Rolling Hand Forward,2,train,train_70
120959,Stop Sign,3,train,train_70
111007,Swipe Left,0,train,train_70
65198,Swipe Left,0,train,train_70
63947,Swipe Right,1,train,train_70
43991,Swipe Right,1,train,train_70
47213,Stop Sign,3,train,train_70
69436,Rolling Hand Forward,2,train,train_70
15622,Stop Sign,3,train,train_70
65118,Stop Sign,3,train,train_70
142488,Swipe Left,0,train,train_70
97185,Swipe Left,0,train,train_70
60414,Rolling Hand Forward,2,train,train_70
121020,Rolling Hand Forward,2,train,train_70
2231,Rolling Hand Forward,2,train,train_70
23924,Swipe Left,0,train,train_70
122387,Swipe Left,0,train,train_70
99228,Swipe Left,0,train,train_70
81663,Rolling Hand Forward,2,train,train_70
22657,Swipe Left,0,train,train_70
103782,Stop Sign,3,train,train_70
102424,Stop Sign,3,train,train_70
4511,Rolling Hand Forward,2,train,train_70
25224,Swipe Left,0,train,train_70
40724,Stop Sign,3,train,train_70
513,Stop Sign,3,train,train_70
61336,Rolling Hand Forward,2,train,train_70
91249,Rolling Hand Forward,2,train,train_70
19758,Swipe Left,0,train,train_70
33656,Swipe Left,0,train,train_70
90845,Rolling Hand Forward,2,train,train_70
145075,Swipe Left,0,train,train_70
129144,Stop Sign,3,train,train_70
60145,Swipe Right,1,train,train_70
142944,Rolling Hand Forward,2,train,train_70
76243,Swipe Right,1,train,train_70
3375,Swipe Left,0,train,train_70
101561,Rolling Hand Forward,2,train,train_70
62536,Swipe Right,1,train,train_70
93943,Stop Sign,3,train,train_70
51731,Rolling Hand Forward,2,train,train_70
15990,Swipe Right,1,train,train_70
126340,Swipe Left,0,train,train_70
112193,Swipe Right,1,train,train_70
103581,Swipe Right,1,train,train_70
55889,Swipe Right,1,train,train_70
73537,Swipe Left,0,train,train_70
107150,Rolling Hand Forward,2,train,train_70
64719,Stop Sign,3,train,train_70
109875,Swipe Right,1,train,train_70
63856,Swipe Left,0,train,train_70
67471,Stop Sign,3,train,train_70
75678,Swipe Left,0,train,train_70
145396,Swipe Left,0,train,train_70
72245,Stop Sign,3,train,train_70
98610,Swipe Left,0,train,train_70
70368,Swipe Left,0,train,train_70
36489,Rolling Hand Forward,2,train,train_70
45904,Swipe Right,1,train,train_70
4806,Swipe Right,1,train,train_70
49053,Swipe Left,0,train,train_70
52986,Stop Sign,3,train,train_70
125840,Swipe Right,1,train,train_70
36190,Rolling Hand Forward,2,train,train_70
96706,Swipe Left,0,train,train_70
94209,Swipe Right,1,train,train_70
68434,Stop Sign,3,train,train_70
34150,Swipe Left,0,train,train_70
43751,Rolling Hand Forward,2,train,train_70
90450,Swipe Right,1,train,train_70
73734,Stop Sign,3,train,train_70
49071,Rolling Hand Forward,2,train,train_70
76920,Swipe Right,1,train,train_70
78062,Swipe Left,0,train,train_70
99833,Stop Sign,3,train,train_70
33019,Rolling Hand Forward,2,train,train_70
72276,Stop Sign,3,train,train_70
55934,Swipe Right,1,train,train_70
62490,Stop Sign,3,train,train_70
26931,Swipe Left,0,train,train_70
73356,Swipe Right,1,train,train_70
98152,Swipe Left,0,train,train_70
134087,Swipe Left,0,train,train_70
114937,Rolling Hand Forward,2,train,train_70
25592,Stop Sign,3,train,train_70
115442,Rolling Hand Forward,2,train,train_70
87463,Swipe Left,0,train,train_70
64526,Rolling Hand Forward,2,train,train_70
854,Swipe Left,0,train,train_70
83554,Stop Sign,3,train,train_70
15017,Stop Sign,3,train,train_70
128226,Stop Sign,3,train,train_70
35812,Stop Sign,3,train,train_70
72396,Swipe Right,1,train,train_70
68524,Stop Sign,3,train,train_70
80862,Swipe Right,1,train,train_70
94400,Swipe Right,1,train,train_70
39595,Rolling Hand Forward,2,train,train_70
124402,Swipe Left,0,train,train_70
71259,Swipe Right,1,train,train_70
50212,Swipe Left,0,train,train_70
63148,Stop Sign,3,train,train_70
3127,Rolling Hand Forward,2,train,train_70
31149,Swipe Right,1,train,train_70
51774,Swipe Left,0,train,train_70
55742,Rolling Hand Forward,2,train,train_70
97097,Swipe Left,0,train,train_70
20418,Stop Sign,3,train,train_70
7411,Swipe Left,0,train,train_70
40152,Swipe Left,0,train,train_70
114323,Rolling Hand Forward,2,train,train_70
136860,Stop Sign,3,train,train_70
33890,Swipe Left,0,train,train_70
147620,Swipe Right,1,train,train_70
74604,Stop Sign,3,train,train_70
132712,Swipe Left,0,train,train_70
136823,Stop Sign,3,train,train_70
53486,Rolling Hand Forward,2,train,train_70
10941,Swipe Left,0,train,train_70
83687,Stop Sign,3,train,train_70
76038,Rolling Hand Forward,2,train,train_70
123632,Rolling Hand Forward,2,train,train_70
61537,Stop Sign,3,train,train_70
95933,Swipe Left,0,train,train_70
80696,Swipe Right,1,train,train_70
23120,Swipe Left,0,train,train_70
128634,Swipe Left,0,train,train_70
53593,Stop Sign,3,train,train_70
27430,Swipe Right,1,train,train_70
127990,Swipe Right,1,train,train_70
622,Stop Sign,3,train,train_70
98782,Stop Sign,3,train,train_70
112165,Stop Sign,3,train,train_70
95020,Rolling Hand Forward,2,train,train_70
34864,Swipe Left,0,train,train_70
106601,Swipe Right,1,train,train_70
87285,Stop Sign,3,train,train_70
142709,Swipe Right,1,train,train_70
15866,Rolling Hand Forward,2,train,train_70
109836,Rolling Hand Forward,2,train,train_70
145680,Rolling Hand Forward,2,train,train_70
58225,Stop Sign,3,train,train_70
27489,Swipe Left,0,train,train_70
70958,Stop Sign,3,train,train_70
44498,Stop Sign,3,train,train_70
102138,Rolling Hand Forward,2,train,train_70
78805,Swipe Right,1,train,train_70
45441,Swipe Right,1,train,train_70
110446,Swipe Left,0,train,train_70
96250,Stop Sign,3,train,train_70
44201,Swipe Right,1,train,train_70
137024,Stop Sign,3,train,train_70
78391,Stop Sign,3,train,train_70
141105,Stop Sign,3,train,train_70
133490,Swipe Left,0,train,train_70
20029,Swipe Left,0,train,train_70
146767,Rolling Hand Forward,2,train,train_70
38925,Swipe Right,1,train,train_70
69008,Stop Sign,3,train,train_70
50558,Rolling Hand Forward,2,train,train_70
82745,Swipe Left,0,train,train_70
134390,Rolling Hand Forward,2,train,train_70
35444,Swipe Left,0,train,train_70
108258,Rolling Hand Forward,2,train,train_70
105641,Swipe Left,0,train,train_70
114923,Swipe Right,1,train,train_70
63607,Rolling Hand Forward,2,train,train_70
118566,Rolling Hand Forward,2,train,train_70
129480,Stop Sign,3,train,train_70
136331,Stop Sign,3,train,train_70
141669,Swipe Right,1,train,train_70
76131,Swipe Right,1,train,train_70
45523,Stop Sign,3,train,train_70
64848,Stop Sign,3,train,train_70
18208,Rolling Hand Forward,2,train,train_70
27433,Swipe Left,0,train,train_70
102916,Swipe Right,1,train,train_70
127016,Stop Sign,3,train,train_70
24889,Stop Sign,3,train,train_70
114671,Swipe Right,1,train,train_70
24423,Stop Sign,3,train,train_70
137745,Stop Sign,3,train,train_70
51169,Swipe Left,0,train,train_70
93905,Swipe Left,0,train,train_70
25577,Swipe Right,1,train,train_70
15457,Swipe Left,0,train,train_70
33132,Swipe Left,0,train,train_70
21332,Stop Sign,3,train,train_70
84855,Stop Sign,3,train,train_70
147732,Swipe Right,1,train,train_70
119359,Stop Sign,3,train,train_70
81836,Stop Sign,3,train,train_70
119025,Swipe Left,0,train,train_70
72059,Swipe Right,1,train,train_70
12146,Rolling Hand Forward,2,train,train_70
85000,Swipe Right,1,train,train_70
366,Swipe Left,0,train,train_70
127413,Swipe Right,1,train,train_70
122089,Swipe Right,1,train,train_70
93036,Swipe Left,0,train,train_70
94978,Rolling Hand Forward,2,train,train_70
8389,Rolling Hand Forward,2,train,train_70
90174,Stop Sign,3,train,train_70
51181,Swipe Right,1,train,train_70
125255,Swipe Left,0,train,train_70
111807,Rolling Hand Forward,2,train,train_70
56979,Stop Sign,3,train,train_70
108820,Stop Sign,3,train,train_70
